businessid,prev_max_order_dt,prev_total_orders,prev_distinct_order_dates
BZID-1304451475,2021-10-04,292,135
BZID-1304459005,2021-12-16,172,159
BZID-1304433831,2021-10-14,45,33
BZID-1304467799,2021-12-18,4951,755
BZID-1304451323,2021-12-08,558,243
BZID-1304434175,2021-12-18,962,252
BZID-1304477076,2021-12-15,1446,641
BZID-1304478920,2021-12-18,43,40
BZID-1304475291,2021-12-15,628,352
BZID-1304463356,2021-12-18,122,96
BZID-1304445131,2021-12-14,336,133
BZID-1304465867,2021-12-18,1474,611
BZID-1304470610,2021-12-15,286,114
BZID-1304474705,2021-12-18,496,308
BZID-1304433921,2021-12-16,85,78
BZID-1304473121,2021-12-18,263,195
BZID-1304472326,2021-10-17,752,375
BZID-1304466908,2021-12-16,1327,800
BZID-1304465886,2021-12-18,137,96
BZID-1304381110,2021-12-17,89,46
BZID-1304462041,2021-12-18,499,263
BZID-1304444296,2021-12-18,142,104
BZID-1304449785,2021-12-18,256,170
BZID-1304464174,2021-12-10,2126,755
BZID-1304474317,2021-12-18,239,161
BZID-1304459443,2021-12-13,1014,347
BZID-1304477613,2021-12-18,3137,952
BZID-1304475966,2021-12-17,1974,782
BZID-1304418745,2021-09-01,34,19
BZID-1304419899,2021-12-02,10,10
BZID-1304424493,2021-11-27,94,66
BZID-1304471292,2021-12-18,3285,723
BZID-1304477672,2021-12-18,4599,1253
BZID-1304427670,2021-12-16,61,50
BZID-1304451457,2021-12-18,7049,463
BZID-1304440340,2021-12-16,83,52
BZID-1304472231,2021-12-17,2427,926
BZID-1304460641,2021-11-08,116,89
BZID-1304449136,2021-11-12,85,69
BZID-1304463573,2021-12-12,365,215
BZID-1304466000,2021-11-26,562,448
BZID-1304456437,2021-12-17,273,202
BZID-1304381766,2021-12-18,59,46
BZID-1304449424,2021-12-07,124,103
BZID-1304454987,2021-12-13,40,36
BZID-1304439905,2021-12-18,242,166
BZID-1304472686,2021-12-18,188,151
BZID-1304449456,2021-12-17,483,332
BZID-1304350901,2021-12-17,33,25
BZID-1304438432,2021-08-29,14,12
BZID-1304468694,2021-12-18,831,439
BZID-1304451353,2020-10-31,94,71
BZID-1304438300,2021-02-08,1,1
BZID-1304475608,2021-12-17,1623,876
BZID-1304427078,2021-12-17,122,66
BZID-1304435309,2021-12-16,120,75
BZID-1304425834,2021-12-18,102,83
BZID-1304451190,2021-12-18,1391,309
BZID-1304431103,2021-12-16,75,46
BZID-1304447867,2021-08-17,185,121
BZID-1304449114,2020-05-25,6,5
BZID-1304477845,2021-02-21,647,403
BZID-1304466881,2021-12-17,1539,689
BZID-1304469067,2021-12-13,723,331
BZID-1304469282,2021-08-14,975,117
BZID-1304460196,2021-11-16,224,149
BZID-1304351617,2021-11-20,8,7
BZID-1304425119,2021-12-14,46,32
BZID-1304398809,2021-12-18,73,46
BZID-1304421938,2021-12-18,123,77
BZID-1304363386,2021-12-18,96,39
BZID-1304423045,2021-12-15,126,101
BZID-1304466614,2019-12-09,234,179
BZID-1304394686,2021-12-18,32,29
BZID-1304456809,2021-08-09,254,142
BZID-1304449291,2021-12-17,97,52
BZID-1304476391,2021-01-07,756,346
BZID-1304417280,2021-12-17,49,11
BZID-1304608102,2021-12-18,31,11
BZID-1304425107,2021-12-05,5,5
BZID-1304362572,2021-12-18,91,43
BZID-1304409721,2021-12-17,119,58
BZID-1304470839,2019-07-23,155,43
BZID-1304413616,2021-10-30,22,14
BZID-1304459886,2019-09-12,30,11
BZID-1304409001,2021-12-05,16,15
BZID-1304462840,2021-12-18,73,58
BZID-1304407865,2021-12-17,105,71
BZID-1304469222,2021-12-15,339,172
BZID-1304426154,2021-12-18,91,71
BZID-1304405383,2021-12-18,97,50
BZID-1304371932,2021-12-10,13,12
BZID-1304364569,2021-12-18,58,38
BZID-1304480096,2020-10-04,335,105
BZID-1304456462,2020-11-25,1584,321
BZID-1304427263,2021-12-15,19,19
BZID-1304464230,2021-12-03,413,250
BZID-1304456293,2019-07-19,56,40
BZID-1304467562,2021-12-18,2013,841
BZID-1304433485,2021-12-18,404,149
BZID-1304435492,2021-12-18,247,172
BZID-1304420064,2021-12-08,54,48
BZID-1304372383,2021-12-17,33,22
BZID-1304410149,2021-12-18,1512,140
BZID-1304439018,2021-12-14,171,104
BZID-1304446421,2021-12-16,312,192
BZID-1304378089,2021-12-13,28,22
BZID-1304457669,2021-12-16,923,328
BZID-1304476573,2021-12-18,1991,685
BZID-1304465286,2021-12-18,795,678
BZID-1304422925,2021-12-02,38,30
BZID-1304436360,2021-12-17,233,147
BZID-1304471092,2021-12-18,1017,582
BZID-1304369304,2021-12-18,21,14
BZID-1304469213,2021-12-18,2662,605
BZID-1304428131,2021-12-01,5,4
BZID-1304462749,2021-11-09,754,350
BZID-1304431824,2021-12-18,141,120
BZID-1304478352,2021-12-17,633,486
BZID-1304456504,2021-12-17,1716,459
BZID-1304471825,2021-12-18,2978,942
BZID-1304472738,2021-08-18,623,355
BZID-1304459523,2021-12-18,730,400
BZID-1304441881,2021-12-16,60,55
BZID-1304426416,2021-11-14,72,50
BZID-1304463748,2021-12-17,1254,530
BZID-1304405163,2021-12-18,227,93
BZID-1304443147,2021-03-01,6,5
BZID-1304446621,2021-07-03,74,36
BZID-1304441284,2021-12-16,330,216
BZID-1304428355,2021-12-18,147,104
BZID-1304439827,2020-09-24,21,16
BZID-1304474922,2021-12-18,2125,892
BZID-1304377132,2021-12-16,15,15
BZID-1304597409,2021-12-17,2,2
BZID-1304377932,2021-12-17,42,29
BZID-1304420170,2021-12-17,86,55
BZID-1304603238,2021-12-18,4,4
BZID-1304459425,2021-12-08,100,78
BZID-1304409540,2021-12-17,72,50
BZID-1304402782,2021-12-18,68,49
BZID-1304372637,2021-12-07,13,6
BZID-1304391581,2021-12-18,104,39
BZID-1304368469,2021-12-18,17,13
BZID-1304374573,2021-12-16,16,15
BZID-1304410609,2021-12-15,45,31
BZID-1304448551,2021-12-18,186,109
BZID-1304363709,2021-12-17,48,30
BZID-1304606718,2021-11-24,2,1
BZID-1304393290,2021-12-18,593,99
BZID-1304477466,2021-12-04,1933,550
BZID-1304431195,2021-12-02,293,123
BZID-1304471003,2021-12-18,1546,240
BZID-1304461954,2021-12-14,581,224
BZID-1304475492,2021-12-18,2108,1120
BZID-1304471649,2021-12-17,1114,519
BZID-1304432653,2021-12-18,148,135
BZID-1304373893,2021-12-17,15,10
BZID-1304603480,2021-12-16,23,13
BZID-1304382685,2021-12-02,26,11
BZID-1304435277,2021-12-18,293,179
BZID-1304425583,2021-12-18,705,194
BZID-1304431816,2021-12-16,150,98
BZID-1304611136,2021-12-18,18,7
BZID-1304465362,2021-12-14,754,359
BZID-1304375940,2021-12-01,12,11
BZID-1304431012,2021-12-07,46,11
BZID-1304457853,2021-12-17,566,302
BZID-1304410020,2021-12-17,24,17
BZID-1304396163,2021-12-13,86,23
BZID-1304461327,2019-07-18,5,5
BZID-1304371079,2021-12-15,7,7
BZID-1304402279,2021-12-15,11,7
BZID-1304456131,2020-10-08,256,108
BZID-1304461404,2021-11-27,28,14
BZID-1304408041,2021-12-18,74,46
BZID-1304349985,2021-11-25,18,6
BZID-1304385881,2021-11-28,16,15
BZID-1304474309,2020-01-19,1210,518
BZID-1304394710,2021-11-05,1,1
BZID-1304390404,2021-11-09,4,4
BZID-1304360074,2021-12-18,30,23
BZID-1304427414,2021-12-06,19,18
BZID-1304362293,2021-12-10,7,7
BZID-1304391483,2021-12-18,131,41
BZID-1304384682,2021-12-16,21,17
BZID-1304376995,2021-12-18,63,50
BZID-1304391605,2021-12-18,134,71
BZID-1304470317,2020-09-22,185,90
BZID-1304606987,2021-12-17,12,5
BZID-1304426132,2021-12-15,115,79
BZID-1304471046,2019-06-03,263,49
BZID-1304355298,2021-12-08,11,5
BZID-1304364304,2021-12-18,51,29
BZID-1304370739,2021-12-18,57,38
BZID-1304466967,2019-06-19,450,64
BZID-1304402284,2021-12-17,60,53
BZID-1304400836,2021-12-18,116,44
BZID-1304389561,2021-09-26,8,6
BZID-1304426541,2021-12-17,110,76
BZID-1304448499,2021-12-12,19,18
BZID-1304368525,2021-11-25,2,2
BZID-1304368133,2021-12-01,4,4
BZID-1304412525,2021-12-17,113,56
BZID-1304363129,2021-11-30,3,3
BZID-1304458472,2021-12-16,44,37
BZID-1304458668,2021-12-16,88,62
BZID-1304377833,2021-12-16,107,19
BZID-1304389858,2021-12-17,13,12
BZID-1304364076,2021-11-01,3,1
BZID-1304362019,2021-12-17,4,2
BZID-1304397122,2021-12-17,111,54
BZID-1304596263,2021-12-14,17,3
BZID-1304473904,2021-10-27,67,51
BZID-1304461036,2021-01-08,65,41
BZID-1304461256,2021-04-14,125,76
BZID-1304471903,2021-12-03,1564,417
BZID-1304472641,2021-12-01,578,401
BZID-1304477604,2021-12-17,1141,740
BZID-1304467779,2020-01-03,1089,75
BZID-1304465617,2018-12-06,149,84
BZID-1304466705,2021-11-19,1194,343
BZID-1304465253,2020-07-14,49,32
BZID-1304479601,2021-08-20,283,208
BZID-1304467850,2021-12-16,1211,450
BZID-1304466545,2018-09-04,14,10
BZID-1304479536,2021-12-17,297,246
BZID-1304479948,2021-09-25,667,247
BZID-1304465707,2020-05-27,13,11
BZID-1304473620,2021-12-11,294,246
BZID-1304469073,2020-05-07,106,78
BZID-1304474377,2021-10-14,597,294
BZID-1304400195,2021-12-14,71,37
BZID-1304420377,2021-12-15,25,22
BZID-1304392227,2021-09-04,1,1
BZID-1304391213,2021-12-18,94,54
BZID-1304390805,2021-12-03,11,10
BZID-1304386787,2021-12-18,306,57
BZID-1304391192,2021-12-16,57,31
BZID-1304463191,2021-12-17,16,11
BZID-1304461196,2021-11-30,96,55
BZID-1304463098,2020-09-28,421,124
BZID-1304426465,2021-06-01,9,6
BZID-1304462077,2021-12-16,861,286
BZID-1304447609,2020-08-21,160,66
BZID-1304475534,2021-12-14,48,17
BZID-1304423564,2021-06-28,32,24
BZID-1304456734,2021-02-15,225,140
BZID-1304474325,2021-12-18,3825,854
BZID-1304465798,2021-12-14,734,246
BZID-1304374742,2021-12-17,45,32
BZID-1304464701,2021-12-18,3829,939
BZID-1304460093,2021-12-16,1057,444
BZID-1304439918,2021-12-18,288,211
BZID-1304438477,2021-12-17,68,63
BZID-1304449702,2021-12-18,494,233
BZID-1304449664,2021-12-18,873,433
BZID-1304467159,2021-12-08,575,340
BZID-1304447636,2021-09-30,29,13
BZID-1304457661,2021-12-18,97,87
BZID-1304463171,2021-05-13,886,168
BZID-1304462111,2021-12-18,571,278
BZID-1304450521,2021-05-25,18,17
BZID-1304374013,2021-12-16,16,15
BZID-1304435979,2021-12-18,232,168
BZID-1304448507,2021-11-01,347,73
BZID-1304423652,2021-12-18,137,101
BZID-1304443618,2021-12-18,128,103
BZID-1304415535,2021-12-08,31,25
BZID-1304595078,2021-12-18,40,6
BZID-1304394938,2021-10-15,10,8
BZID-1304465437,2021-12-15,1128,634
BZID-1304469224,2021-12-17,796,439
BZID-1304475410,2021-12-08,302,248
BZID-1304475173,2021-12-18,2959,952
BZID-1304465609,2021-12-10,582,300
BZID-1304442982,2021-12-17,360,220
BZID-1304478409,2021-12-14,457,315
BZID-1304455791,2021-12-15,341,173
BZID-1304445292,2021-12-16,82,53
BZID-1304466732,2021-12-17,128,104
BZID-1304418738,2021-12-18,482,88
BZID-1304365947,2021-12-18,61,37
BZID-1304404580,2021-12-18,228,65
BZID-1304462276,2021-12-18,219,119
BZID-1304432707,2021-12-12,134,95
BZID-1304414787,2021-11-30,18,16
BZID-1304424965,2021-12-17,216,103
BZID-1304449123,2021-12-13,427,216
BZID-1304476203,2021-12-18,138,83
BZID-1304467830,2021-12-18,3981,919
BZID-1304355373,2021-12-18,16,11
BZID-1304477982,2021-12-13,1988,743
BZID-1304446124,2021-12-17,75,69
BZID-1304393480,2021-12-16,57,54
BZID-1304426179,2021-12-10,8,7
BZID-1304412323,2021-12-16,77,49
BZID-1304376174,2021-12-17,42,38
BZID-1304437099,2021-12-18,457,198
BZID-1304471809,2021-12-18,1816,714
BZID-1304426967,2021-12-16,102,83
BZID-1304393128,2021-12-10,42,32
BZID-1304464811,2021-12-18,338,214
BZID-1304476202,2019-06-23,1331,332
BZID-1304478072,2021-12-18,3904,1064
BZID-1304476307,2021-12-17,2402,831
BZID-1304463588,2019-11-27,9,5
BZID-1304473206,2021-12-18,1870,653
BZID-1304456899,2021-08-23,199,82
BZID-1304425811,2021-12-18,10,9
BZID-1304457381,2020-06-21,36,27
BZID-1304456362,2021-12-16,158,129
BZID-1304477379,2021-12-07,571,257
BZID-1304439589,2021-12-18,528,257
BZID-1304416597,2021-12-16,197,114
BZID-1304432188,2021-12-14,698,304
BZID-1304457048,2021-12-16,1634,625
BZID-1304431339,2021-12-18,291,116
BZID-1304456034,2021-12-18,2206,502
BZID-1304472400,2021-12-15,773,518
BZID-1304434838,2021-12-18,131,98
BZID-1304424347,2021-10-01,140,86
BZID-1304476545,2021-12-11,58,43
BZID-1304398566,2021-12-08,18,17
BZID-1304479644,2021-12-16,1778,589
BZID-1304445455,2021-02-22,12,10
BZID-1304463530,2021-12-18,383,211
BZID-1304479944,2021-12-17,645,342
BZID-1304470945,2021-01-06,747,224
BZID-1304475685,2021-08-12,354,140
BZID-1304456497,2021-02-10,320,114
BZID-1304451068,2021-12-18,80,67
BZID-1304411858,2021-11-29,27,26
BZID-1304461201,2021-12-17,519,245
BZID-1304393151,2021-12-18,67,56
BZID-1304408994,2021-12-18,10,9
BZID-1304379083,2021-12-15,19,17
BZID-1304428958,2021-12-18,97,80
BZID-1304450468,2021-12-17,45,31
BZID-1304414102,2021-12-16,40,30
BZID-1304466415,2021-12-17,202,176
BZID-1304466044,2018-11-24,423,18
BZID-1304477810,2021-09-05,75,61
BZID-1304471184,2019-08-27,24,13
BZID-1304466336,2021-12-17,4211,726
BZID-1304467943,2019-11-13,58,24
BZID-1304446274,2021-12-16,162,90
BZID-1304433199,2021-12-18,188,128
BZID-1304397963,2021-12-15,43,34
BZID-1304418291,2021-12-17,65,62
BZID-1304413028,2021-12-07,29,22
BZID-1304357066,2021-12-18,32,18
BZID-1304400069,2021-12-17,229,64
BZID-1304475506,2021-12-18,2373,876
BZID-1304474890,2021-12-13,488,381
BZID-1304474242,2019-01-29,2301,248
BZID-1304477275,2019-10-24,363,140
BZID-1304478682,2021-12-13,725,440
BZID-1304474700,2021-12-10,818,251
BZID-1304465499,2021-12-15,243,172
BZID-1304472538,2021-12-18,4529,1192
BZID-1304474631,2020-07-12,2983,762
BZID-1304480131,2021-12-17,872,508
BZID-1304474948,2021-12-18,1480,580
BZID-1304474849,2018-02-08,10,10
BZID-1304476825,2021-12-18,2488,796
BZID-1304450656,2021-12-18,1551,184
BZID-1304459112,2020-09-02,118,63
BZID-1304463946,2021-12-18,4334,1130
BZID-1304466804,2021-12-15,218,143
BZID-1304463933,2021-12-03,3695,575
BZID-1304437234,2021-12-18,494,255
BZID-1304464513,2021-12-17,2267,917
BZID-1304467230,2021-12-18,2509,845
BZID-1304464548,2021-12-18,1820,623
BZID-1304424193,2021-12-18,176,122
BZID-1304417823,2021-12-17,89,73
BZID-1304475383,2021-12-18,1966,1008
BZID-1304480137,2021-12-17,2663,767
BZID-1304477084,2021-12-16,676,459
BZID-1304440016,2021-12-18,561,277
BZID-1304436153,2021-12-17,220,48
BZID-1304458602,2021-12-18,1113,527
BZID-1304477966,2021-12-17,615,385
BZID-1304428298,2021-12-18,322,133
BZID-1304472754,2021-12-18,8417,1143
BZID-1304449097,2021-12-18,1724,535
BZID-1304471048,2021-11-26,1285,557
BZID-1304474300,2021-12-18,7494,1004
BZID-1304465141,2020-04-29,2545,554
BZID-1304403453,2021-12-15,5,4
BZID-1304480231,2021-12-08,1188,659
BZID-1304467017,2021-12-17,175,117
BZID-1304479349,2021-12-18,3858,928
BZID-1304466649,2021-12-18,1414,768
BZID-1304431560,2021-12-08,88,65
BZID-1304462795,2021-12-18,672,408
BZID-1304478284,2021-12-18,5670,1124
BZID-1304459895,2021-12-02,183,102
BZID-1304450533,2021-08-31,870,146
BZID-1304435691,2021-07-22,135,57
BZID-1304466763,2021-12-18,1307,619
BZID-1304469473,2021-12-18,7604,1120
BZID-1304468730,2021-09-23,387,208
BZID-1304466933,2021-12-14,4999,788
BZID-1304451275,2021-12-08,1125,251
BZID-1304460465,2021-12-17,521,343
BZID-1304444497,2021-12-05,77,54
BZID-1304456568,2021-12-18,690,444
BZID-1304480054,2021-11-23,1550,733
BZID-1304443810,2021-07-01,85,68
BZID-1304454278,2021-12-13,186,130
BZID-1304471847,2020-03-16,123,91
BZID-1304431754,2021-12-18,156,114
BZID-1304464907,2021-12-14,6278,1020
BZID-1304457936,2021-11-17,811,353
BZID-1304457273,2021-12-17,1500,688
BZID-1304475655,2021-12-18,723,528
BZID-1304459890,2021-12-15,512,306
BZID-1304476945,2021-03-20,538,151
BZID-1304464036,2021-04-24,480,293
BZID-1304471798,2021-12-01,709,267
BZID-1304467954,2021-11-11,1010,325
BZID-1304466166,2021-12-09,987,379
BZID-1304471151,2020-05-18,200,105
BZID-1304464442,2019-01-28,359,127
BZID-1304479352,2020-09-24,2342,725
BZID-1304475422,2021-12-18,237,200
BZID-1304474661,2021-12-16,1663,858
BZID-1304468651,2020-08-02,1932,266
BZID-1304476209,2021-12-18,1506,537
BZID-1304479721,2021-11-12,1727,613
BZID-1304472129,2021-12-18,4152,1313
BZID-1304478874,2021-12-18,2320,727
BZID-1304474669,2021-11-22,98,82
BZID-1304471278,2020-07-17,278,199
BZID-1304479520,2021-12-18,6235,1235
BZID-1304466728,2021-12-18,825,503
BZID-1304469167,2020-06-08,239,207
BZID-1304471078,2021-09-09,291,145
BZID-1304474483,2021-11-29,2711,547
BZID-1304467095,2021-12-17,915,597
BZID-1304471310,2021-12-12,1146,502
BZID-1304476034,2021-12-02,7290,1237
BZID-1304478491,2021-12-17,553,388
BZID-1304474172,2021-12-17,1610,913
BZID-1304466374,2021-01-18,823,473
BZID-1304470807,2021-12-18,1131,597
BZID-1304477123,2021-12-18,4083,1119
BZID-1304474342,2021-12-18,8203,894
BZID-1304471414,2021-12-18,3089,856
BZID-1304471090,2021-12-10,273,231
BZID-1304466937,2021-12-18,1954,839
BZID-1304476291,2021-01-08,487,413
BZID-1304472912,2021-12-18,2908,1231
BZID-1304477525,2021-12-18,593,398
BZID-1304472115,2021-02-24,633,413
BZID-1304456165,2021-12-12,859,420
BZID-1304473901,2021-08-27,1598,379
BZID-1304475026,2021-12-16,406,323
BZID-1304466238,2021-11-29,1191,487
BZID-1304467519,2019-08-24,685,334
BZID-1304471273,2021-12-18,3566,617
BZID-1304456358,2021-12-18,635,320
BZID-1304466962,2021-12-17,2069,872
BZID-1304469243,2019-03-29,26,18
BZID-1304476224,2021-04-14,1301,514
BZID-1304474459,2020-05-20,248,178
BZID-1304476090,2020-06-16,2164,368
BZID-1304466591,2021-12-18,1020,411
BZID-1304470679,2019-12-27,91,26
BZID-1304471507,2021-10-16,894,154
BZID-1304465239,2021-11-28,2812,441
BZID-1304479353,2021-12-08,2038,757
BZID-1304474076,2021-12-13,313,205
BZID-1304470132,2021-12-18,4977,963
BZID-1304476955,2021-12-12,4844,1102
BZID-1304473268,2020-05-21,89,27
BZID-1304464436,2020-03-11,930,241
BZID-1304464795,2021-12-17,733,363
BZID-1304457329,2021-12-18,573,322
BZID-1304465399,2021-12-15,428,257
BZID-1304471522,2020-01-14,554,321
BZID-1304408187,2021-12-18,60,49
BZID-1304396588,2021-12-15,74,41
BZID-1304438492,2021-12-14,55,45
BZID-1304408646,2021-12-12,24,24
BZID-1304420764,2021-12-18,58,30
BZID-1304383222,2021-12-16,106,52
BZID-1304473282,2021-12-16,1217,719
BZID-1304466460,2021-12-18,1489,822
BZID-1304391456,2021-12-16,47,40
BZID-1304472596,2021-12-17,1117,193
BZID-1304446414,2021-12-18,207,154
BZID-1304449473,2021-12-17,478,74
BZID-1304460571,2021-12-14,278,166
BZID-1304469234,2021-12-18,951,456
BZID-1304444257,2021-12-17,614,283
BZID-1304461190,2021-12-16,555,272
BZID-1304437024,2021-12-17,303,180
BZID-1304466687,2021-12-17,2488,453
BZID-1304470463,2021-12-18,858,303
BZID-1304470229,2021-12-13,1213,186
BZID-1304426743,2021-12-17,91,67
BZID-1304447029,2021-12-18,832,335
BZID-1304477244,2021-12-18,5441,900
BZID-1304446538,2021-12-18,1701,390
BZID-1304432562,2021-12-18,104,83
BZID-1304424319,2021-12-17,225,149
BZID-1304475298,2021-12-14,1496,629
BZID-1304431604,2021-12-17,459,184
BZID-1304451156,2021-12-07,834,261
BZID-1304435399,2021-12-18,171,65
BZID-1304419764,2021-12-16,147,61
BZID-1304478194,2020-08-19,14,12
BZID-1304479797,2021-12-17,2433,932
BZID-1304479735,2021-12-18,957,276
BZID-1304436675,2021-12-07,306,107
BZID-1304391067,2021-12-14,73,42
BZID-1304462419,2021-12-17,714,297
BZID-1304352447,2021-12-17,11,10
BZID-1304469741,2021-12-14,2554,734
BZID-1304361203,2021-12-18,451,184
BZID-1304460999,2021-12-13,234,164
BZID-1304469768,2021-12-17,672,392
BZID-1304433919,2021-12-06,257,120
BZID-1304469718,2021-12-18,2670,800
BZID-1304436899,2021-12-12,171,125
BZID-1304463589,2021-12-17,296,177
BZID-1304349621,2021-12-17,59,36
BZID-1304387018,2021-12-17,48,34
BZID-1304469085,2021-12-17,368,229
BZID-1304465317,2021-12-18,5849,534
BZID-1304436543,2021-02-24,16,13
BZID-1304423632,2021-12-18,29,20
BZID-1304455391,2021-12-07,165,89
BZID-1304423712,2021-12-16,840,218
BZID-1304465035,2021-12-03,387,252
BZID-1304434749,2021-12-11,111,71
BZID-1304435098,2021-12-18,653,262
BZID-1304480154,2021-12-07,2013,613
BZID-1304438067,2021-12-18,108,75
BZID-1304436827,2021-12-18,538,234
BZID-1304445971,2021-12-08,346,164
BZID-1304441292,2021-12-18,372,129
BZID-1304463249,2021-12-18,275,198
BZID-1304438283,2021-12-03,41,36
BZID-1304462430,2021-12-10,90,73
BZID-1304459872,2021-12-18,1416,520
BZID-1304451332,2021-12-16,597,209
BZID-1304436653,2021-12-04,38,26
BZID-1304442871,2021-12-18,434,247
BZID-1304463287,2021-12-16,249,136
BZID-1304445843,2020-12-16,66,43
BZID-1304465654,2021-10-21,659,431
BZID-1304446117,2021-08-30,1586,293
BZID-1304445714,2021-12-18,165,128
BZID-1304416949,2021-12-18,380,131
BZID-1304418705,2021-12-18,101,68
BZID-1304410312,2021-12-17,43,36
BZID-1304467231,2021-12-17,2789,834
BZID-1304457324,2021-12-02,423,268
BZID-1304474748,2021-12-03,747,353
BZID-1304445649,2020-10-07,4,2
BZID-1304443715,2021-12-16,121,92
BZID-1304401355,2021-12-18,84,46
BZID-1304433232,2021-12-17,95,58
BZID-1304418433,2021-12-17,314,120
BZID-1304435600,2021-12-16,168,108
BZID-1304472831,2021-12-18,3381,1095
BZID-1304451261,2021-07-08,18,17
BZID-1304452937,2021-12-18,390,202
BZID-1304476907,2021-12-16,73,66
BZID-1304442690,2021-12-07,184,123
BZID-1304429672,2021-12-17,380,134
BZID-1304436062,2021-12-15,86,74
BZID-1304480077,2021-12-18,662,415
BZID-1304478621,2021-12-18,3875,1086
BZID-1304441114,2021-12-16,33,21
BZID-1304466679,2021-12-17,4356,774
BZID-1304476866,2021-12-18,1251,481
BZID-1304474362,2021-11-29,1171,565
BZID-1304479433,2021-12-18,1528,885
BZID-1304474640,2020-10-28,85,73
BZID-1304449680,2021-12-13,86,68
BZID-1304451674,2021-11-06,715,78
BZID-1304465446,2021-12-17,440,253
BZID-1304444324,2021-12-11,229,123
BZID-1304377989,2021-12-17,21,18
BZID-1304444002,2021-06-19,18,11
BZID-1304598308,2021-12-18,11,5
BZID-1304378298,2021-12-17,33,24
BZID-1304353435,2021-12-18,6,6
BZID-1304357377,2021-11-15,1,1
BZID-1304416121,2021-12-17,207,90
BZID-1304372261,2021-11-29,35,10
BZID-1304460125,2019-08-22,24,19
BZID-1304465421,2019-11-30,2123,510
BZID-1304476371,2021-12-18,452,317
BZID-1304476262,2021-12-18,3621,1007
BZID-1304479251,2021-12-18,1768,727
BZID-1304456177,2021-08-12,788,424
BZID-1304460244,2019-10-07,419,46
BZID-1304423117,2021-12-13,85,73
BZID-1304426493,2021-12-11,26,23
BZID-1304355309,2021-12-16,27,9
BZID-1304404349,2021-12-09,15,14
BZID-1304430741,2021-12-16,18,15
BZID-1304424617,2021-12-17,242,148
BZID-1304423862,2021-12-18,138,99
BZID-1304397536,2021-12-16,59,30
BZID-1304470521,2021-12-14,832,426
BZID-1304464555,2021-12-18,5309,1003
BZID-1304398301,2021-12-17,61,45
BZID-1304399575,2021-08-06,1,1
BZID-1304424554,2021-12-17,65,59
BZID-1304423474,2021-11-02,14,14
BZID-1304428231,2021-12-14,94,56
BZID-1304465519,2020-10-08,261,52
BZID-1304377125,2021-12-17,82,28
BZID-1304479129,2019-08-23,323,177
BZID-1304410803,2021-12-18,97,46
BZID-1304457144,2021-12-15,1325,615
